k,combo_id,combo_attrs,combo_values,n,unparsed,accuracy,precision,recall,f1,pass_rate
3,178,Ethnicity|Nationality|Priority,BlackCaribbean|Danish|Portability,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,179,Ethnicity|Nationality|Standard,AsianChinese|Russian|PeerApproved,50.0,0.0,0.56,0.5349,0.92,0.6765,0.92
3,18,Gender|Ethnicity|ReviewStyle,Demigender|AsianBangladeshi|Collaborative,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,180,Ethnicity|Nationality|Module,BlackCaribbean|Danish|APIModule,50.0,0.0,0.56,0.5366,0.88,0.6667,0.88
3,181,Ethnicity|Culture|NativeLanguage,AsianBangladeshi|FrenchCulture|GermanLang,50.0,0.0,0.58,0.55,0.88,0.6769,0.9
3,182,Ethnicity|Culture|AgeRange,AsianBangladeshi|GermanCulture|Aged,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,183,Ethnicity|Culture|ReviewStyle,AsianChinese|ThaiCulture|BigPicture,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,184,Ethnicity|Culture|Role,AsianBangladeshi|EgyptianCulture|QAChecker,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,185,Ethnicity|Culture|Goal,OtherMixed|IndianCulture|WellTestedCode,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,186,Ethnicity|Culture|Seniority,WhiteIrish|ThaiCulture|Senior,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,187,Ethnicity|Culture|Domain,AsianChinese|FrenchCulture|DevOps,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,188,Ethnicity|Culture|Priority,WhiteIrish|IndianCulture|Testability,50.0,0.0,0.58,0.55,0.88,0.6769,0.9
3,189,Ethnicity|Culture|Standard,AsianBangladeshi|ThaiCulture|MergeApproved,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,19,Gender|Ethnicity|Role,NonBinary|AsianBangladeshi|SoftwareReviewer,50.0,0.0,0.52,0.5116,0.88,0.6471,0.92
3,190,Ethnicity|Culture|Module,OtherMixed|FrenchCulture|UserProfileModule,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,191,Ethnicity|NativeLanguage|AgeRange,AsianChinese|KoreanLang|LateCareerAdult,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,192,Ethnicity|NativeLanguage|ReviewStyle,BlackCaribbean|GermanLang|Nitpicky,50.0,0.0,0.5,0.5,1.0,0.6667,0.82
3,193,Ethnicity|NativeLanguage|Role,AsianChinese|TeluguLang|QAChecker,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,194,Ethnicity|NativeLanguage|Goal,WhiteIrish|EnglishLang|WellDocumentedCode,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,195,Ethnicity|NativeLanguage|Seniority,BlackCaribbean|EnglishLang|Junior,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,196,Ethnicity|NativeLanguage|Domain,WhiteIrish|KoreanLang|DevOps,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,197,Ethnicity|NativeLanguage|Priority,AsianBangladeshi|GermanLang|Testability,50.0,0.0,0.58,0.5526,0.84,0.6667,0.86
3,198,Ethnicity|NativeLanguage|Standard,AsianChinese|GermanLang|PeerApproved,50.0,0.0,0.54,0.525,0.84,0.6462,0.86
3,199,Ethnicity|NativeLanguage|Module,AsianBangladeshi|PolishLang|FrontendUIModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.88
3,2,Gender|Race|Nationality,Woman|Asian|Danish,50.0,0.0,0.5,0.5,0.8,0.6154,0.98
3,20,Gender|Ethnicity|Goal,NonBinary|WhiteIrish|WellTestedCode,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,200,Ethnicity|AgeRange|ReviewStyle,AsianBangladeshi|Elderly|Nitpicky,50.0,0.0,0.52,0.5102,1.0,0.6757,0.84
3,201,Ethnicity|AgeRange|Role,AsianBangladeshi|MiddleAged|Triager,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,202,Ethnicity|AgeRange|Goal,WhiteIrish|LateCareerAdult|MaintainableCode,50.0,0.0,0.54,0.5227,0.92,0.6667,0.86
3,203,Ethnicity|AgeRange|Seniority,WhiteIrish|LateCareerAdult|Intern,50.0,0.0,0.52,0.5111,0.92,0.6571,0.92
3,204,Ethnicity|AgeRange|Domain,WhiteIrish|MiddleAged|Backend,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,205,Ethnicity|AgeRange|Priority,BlackCaribbean|Elderly|Performance,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,206,Ethnicity|AgeRange|Standard,OtherMixed|Aged|PeerApproved,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,207,Ethnicity|AgeRange|Module,WhiteIrish|LateCareerAdult|APIModule,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,208,Ethnicity|ReviewStyle|Role,BlackCaribbean|Concise|Reviewer,50.0,0.0,0.48,0.4878,0.8,0.6061,0.92
3,209,Ethnicity|ReviewStyle|Goal,AsianBangladeshi|Nitpicky|FastDelivery,50.0,0.0,0.56,0.5333,0.96,0.6857,0.88
3,21,Gender|Ethnicity|Seniority,TwoSpirit|AsianChinese|Mid,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,210,Ethnicity|ReviewStyle|Seniority,AsianBangladeshi|Collaborative|Staff,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,211,Ethnicity|ReviewStyle|Domain,OtherMixed|Nitpicky|PlatformEng,50.0,0.0,0.5,0.5,0.96,0.6575,0.86
3,212,Ethnicity|ReviewStyle|Priority,BlackCaribbean|Nitpicky|Scalability,50.0,0.0,0.52,0.5102,1.0,0.6757,0.84
3,213,Ethnicity|ReviewStyle|Standard,OtherMixed|Supportive|PeerApproved,50.0,0.0,0.54,0.5227,0.92,0.6667,0.9
3,214,Ethnicity|ReviewStyle|Module,AsianChinese|Supportive|AuthenticationModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,215,Ethnicity|Role|Goal,AsianChinese|QAChecker|FastDelivery,50.0,0.0,0.58,0.55,0.88,0.6769,0.9
3,216,Ethnicity|Role|Seniority,WhiteIrish|QAChecker|Senior,50.0,0.0,0.54,0.5227,0.92,0.6667,0.86
3,217,Ethnicity|Role|Domain,WhiteIrish|Reviewer|Embedded,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,218,Ethnicity|Role|Priority,AsianBangladeshi|Triager|Performance,50.0,0.0,0.52,0.5152,0.68,0.5862,0.84
3,219,Ethnicity|Role|Standard,BlackCaribbean|CodeOwner|MergeApproved,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,22,Gender|Ethnicity|Domain,Woman|BlackCaribbean|Mobile,50.0,0.0,0.56,0.5349,0.92,0.6765,0.88
3,220,Ethnicity|Role|Module,AsianBangladeshi|Reviewer|UserProfileModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,221,Ethnicity|Goal|Seniority,BlackCaribbean|WellTestedCode|Mid,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,222,Ethnicity|Goal|Domain,AsianBangladeshi|MaintainableCode|Embedded,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,223,Ethnicity|Goal|Priority,AsianChinese|WellTestedCode|Testability,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,224,Ethnicity|Goal|Standard,BlackCaribbean|ReadableCode|SecurityGatePassed,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,50.0,0.0,0.6,0.5641,0.88,0.6875,0.88
3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,50.0,0.0,0.58,0.5476,0.92,0.6866,0.86
3,229,Ethnicity|Seniority|Module,WhiteIrish|Junior|FrontendUIModule,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,23,Gender|Ethnicity|Priority,Woman|OtherMixed|Portability,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,230,Ethnicity|Domain|Priority,BlackCaribbean|Backend|Testability,50.0,0.0,0.58,0.5526,0.84,0.6667,0.9
3,231,Ethnicity|Domain|Standard,BlackCaribbean|Embedded|PeerApproved,50.0,0.0,0.58,0.5455,0.96,0.6957,0.86
3,232,Ethnicity|Domain|Module,BlackCaribbean|Embedded|AuthenticationModule,50.0,0.0,0.52,0.5135,0.76,0.6129,0.84
3,233,Ethnicity|Priority|Standard,AsianChinese|Scalability|PeerApproved,50.0,0.0,0.58,0.5526,0.84,0.6667,0.86
3,234,Ethnicity|Priority|Module,OtherMixed|Testability|UserProfileModule,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,235,Ethnicity|Standard|Module,AsianBangladeshi|SecurityGatePassed|APIModule,50.0,0.0,0.52,0.5143,0.72,0.6,0.88
3,236,Nationality|Culture|NativeLanguage,Russian|IndianCulture|TeluguLang,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,237,Nationality|Culture|AgeRange,Austrian|ThaiCulture|Aged,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,238,Nationality|Culture|ReviewStyle,Russian|ThaiCulture|BigPicture,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,239,Nationality|Culture|Role,Ethiopian|FrenchCulture|SoftwareReviewer,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,24,Gender|Ethnicity|Standard,PreferNotToSay|BlackCaribbean|SecurityGatePassed,50.0,0.0,0.56,0.5385,0.84,0.6562,0.92
3,240,Nationality|Culture|Goal,Russian|EgyptianCulture|MaintainableCode,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,241,Nationality|Culture|Seniority,Danish|FrenchCulture|Junior,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,242,Nationality|Culture|Domain,Ethiopian|IndianCulture|Backend,50.0,0.0,0.6,0.5641,0.88,0.6875,0.88
3,243,Nationality|Culture|Priority,Danish|ThaiCulture|Performance,50.0,0.0,0.6,0.5641,0.88,0.6875,0.88
3,244,Nationality|Culture|Standard,Ethiopian|GermanCulture|StyleGuideFollowed,50.0,0.0,0.5,0.5,0.92,0.6479,0.86
3,245,Nationality|Culture|Module,Saudi|IndianCulture|DatabaseModule,50.0,0.0,0.48,0.4865,0.72,0.5806,0.92
3,246,Nationality|NativeLanguage|AgeRange,Ethiopian|EnglishLang|YoungAdult,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,247,Nationality|NativeLanguage|ReviewStyle,Danish|TeluguLang|Concise,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,248,Nationality|NativeLanguage|Role,Austrian|GermanLang|Triager,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,249,Nationality|NativeLanguage|Goal,Austrian|KoreanLang|MaintainableCode,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,25,Gender|Ethnicity|Module,Woman|WhiteIrish|AuthenticationModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,250,Nationality|NativeLanguage|Seniority,Saudi|EnglishLang|Intern,50.0,0.0,0.54,0.5263,0.8,0.6349,0.9
3,251,Nationality|NativeLanguage|Domain,Danish|TeluguLang|Embedded,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,252,Nationality|NativeLanguage|Priority,Saudi|TeluguLang|Testability,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,253,Nationality|NativeLanguage|Standard,Ethiopian|EnglishLang|MergeApproved,50.0,0.0,0.5,0.5,0.76,0.6032,0.94
3,254,Nationality|NativeLanguage|Module,Ethiopian|PolishLang|AuthenticationModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,255,Nationality|AgeRange|ReviewStyle,Ethiopian|MiddleAged|Concise,50.0,0.0,0.5,0.5,0.84,0.6269,0.98
3,256,Nationality|AgeRange|Role,Danish|Elderly|QAChecker,50.0,0.0,0.52,0.5122,0.84,0.6364,0.92
3,257,Nationality|AgeRange|Goal,Ethiopian|MiddleAged|MaintainableCode,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,258,Nationality|AgeRange|Seniority,Saudi|LateCareerAdult|Junior,50.0,0.0,0.52,0.5116,0.88,0.6471,0.96
3,259,Nationality|AgeRange|Domain,Ethiopian|YoungAdult|Mobile,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,26,Gender|Nationality|Culture,Demigender|Ethiopian|EgyptianCulture,50.0,0.0,0.54,0.5238,0.88,0.6567,0.9
3,260,Nationality|AgeRange|Priority,Ethiopian|Aged|Testability,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,261,Nationality|AgeRange|Standard,Saudi|LateCareerAdult|StyleGuideFollowed,50.0,0.0,0.54,0.5217,0.96,0.6761,0.86
3,262,Nationality|AgeRange|Module,Saudi|Aged|APIModule,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,263,Nationality|ReviewStyle|Role,Russian|BigPicture|QAChecker,50.0,0.0,0.54,0.525,0.84,0.6462,0.9
3,264,Nationality|ReviewStyle|Goal,Saudi|Nitpicky|FastDelivery,50.0,0.0,0.54,0.5208,1.0,0.6849,0.86
3,265,Nationality|ReviewStyle|Seniority,Saudi|Supportive|Intern,50.0,0.0,0.5,0.5,0.76,0.6032,0.94
3,266,Nationality|ReviewStyle|Domain,Saudi|Supportive|Mobile,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,267,Nationality|ReviewStyle|Priority,Saudi|Concise|Performance,50.0,0.0,0.54,0.5278,0.76,0.623,0.9
3,268,Nationality|ReviewStyle|Standard,Danish|Collaborative|StyleGuideFollowed,50.0,0.0,0.52,0.5111,0.92,0.6571,0.88
3,269,Nationality|ReviewStyle|Module,Russian|Supportive|FrontendUIModule,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,27,Gender|Nationality|NativeLanguage,NonBinary|Danish|EnglishLang,50.0,0.0,0.54,0.525,0.84,0.6462,0.86
3,270,Nationality|Role|Goal,Russian|SoftwareReviewer|WellDocumentedCode,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,271,Nationality|Role|Seniority,Danish|Reviewer|Junior,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,272,Nationality|Role|Domain,Ethiopian|Triager|Mobile,50.0,0.0,0.5,0.5,0.68,0.5763,0.86
3,273,Nationality|Role|Priority,Saudi|Triager|Testability,50.0,0.0,0.54,0.5278,0.76,0.623,0.86
3,274,Nationality|Role|Standard,Ethiopian|Reviewer|PeerApproved,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,275,Nationality|Role|Module,Ethiopian|CodeOwner|FrontendUIModule,50.0,0.0,0.56,0.5405,0.8,0.6452,0.92
3,276,Nationality|Goal|Seniority,Austrian|WellTestedCode|Senior,50.0,0.0,0.56,0.5366,0.88,0.6667,0.92
3,277,Nationality|Goal|Domain,Russian|WellTestedCode|DevOps,50.0,0.0,0.54,0.525,0.84,0.6462,0.94
3,278,Nationality|Goal|Priority,Austrian|ReadableCode|Portability,50.0,0.0,0.58,0.5476,0.92,0.6866,0.9
3,279,Nationality|Goal|Standard,Austrian|ReadableCode|PeerApproved,50.0,0.0,0.54,0.5217,0.96,0.6761,0.86
3,28,Gender|Nationality|AgeRange,Demigender|Russian|YoungAdult,50.0,0.0,0.48,0.4878,0.8,0.6061,0.92
3,280,Nationality|Goal|Module,Saudi|WellDocumentedCode|DatabaseModule,50.0,0.0,0.52,0.5128,0.8,0.625,0.92
3,281,Nationality|Seniority|Domain,Saudi|Staff|Mobile,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
3,282,Nationality|Seniority|Priority,Danish|Mid|Portability,50.0,0.0,0.56,0.5405,0.8,0.6452,0.88
